match,date,time,home_team,away_team,goals_home,goals_away,referee,attendance,league,season,matchweek
7829,24/07/2022,16:00,Palmeiras,Internacional,2,1,Bruno Arleu de Araújo,38658,Serie A,2022,19
7830,24/07/2022,16:00,Fluminense,Bragantino,2,1,André Luiz de Freitas Castro,9877,Serie A,2022,19
7831,24/07/2022,16:00,Juventude,Ceará,1,0,Felipe Fernandes,4445,Serie A,2022,19
7832,24/07/2022,18:00,Atlético-GO,América-MG,0,1,Jean Pierre Goncalves Lima,5098,Serie A,2022,19
7833,24/07/2022,18:00,Atlético-MG,Corinthians,1,2,Ramon Abatti,55706,Serie A,2022,19
7834,25/07/2022,20:00,Coritiba,Cuiabá,1,0,Braulio da Silva Machado,19181,Serie A,2022,19
7835,30/07/2022,16:30,Ceará,Palmeiras,1,2,Anderson Daronco,40912,Serie A,2022,20
7836,30/07/2022,16:30,Goiás,Coritiba,1,0,Wagner do Nascimento Magalhães,11267,Serie A,2022,20
7837,30/07/2022,19:00,Corinthians,Botafogo,1,0,Jean Pierre Goncalves Lima,42797,Serie A,2022,20
7838,30/07/2022,20:30,Flamengo,Atlético-GO,4,1,Caio Max Augusto Vieira,59999,Serie A,2022,20
7839,31/07/2022,16:00,Internacional,Atlético-MG,3,0,Flavio Rodrigues de Souza,39451,Serie A,2022,20
7840,31/07/2022,16:00,Athletico-PR,São Paulo,1,0,Marcelo de Lima Henrique  (RJ),26492,Serie A,2022,20
7841,31/07/2022,18:00,América-MG,Avaí,3,1,Vinicius Gonçalves Dias Araujo,2215,Serie A,2022,20
7842,31/07/2022,18:00,Cuiabá,Fortaleza,0,1,Paulo Cesar Zanovelli,9567,Serie A,2022,20
7843,31/07/2022,19:00,Bragantino,Juventude,1,0,Bruno Arleu de Araújo,3236,Serie A,2022,20
7844,01/08/2022,20:00,Santos,Fluminense,2,2,Braulio da Silva Machado,11943,Serie A,2022,20
7845,06/08/2022,16:30,Botafogo,Ceará,1,1,Raphael Claus,21657,Serie A,2022,21
7846,06/08/2022,16:30,Juventude,América-MG,0,1,Edina Alves Batista,3524,Serie A,2022,21
7847,06/08/2022,19:00,Atlético-GO,Bragantino,2,1,Marielson Alves Silva,5930,Serie A,2022,21
7848,06/08/2022,19:00,Avaí,Corinthians,1,1,Wilton Sampaio,12648,Serie A,2022,21
7849,06/08/2022,19:00,Fortaleza,Internacional,3,0,Wagner do Nascimento Magalhães,39253,Serie A,2022,21
7850,06/08/2022,20:30,São Paulo,Flamengo,0,2,Ramon Abatti,45217,Serie A,2022,21
7851,07/08/2022,16:00,Fluminense,Cuiabá,1,0,Flavio Rodrigues de Souza,46323,Serie A,2022,21
7852,07/08/2022,16:00,Palmeiras,Goiás,3,0,Jean Pierre Goncalves Lima,38801,Serie A,2022,21
7853,07/08/2022,19:00,Atlético-MG,Athletico-PR,2,3,Braulio da Silva Machado,25119,Serie A,2022,21
7854,08/08/2022,20:00,Coritiba,Santos,1,2,Paulo Cesar Zanovelli,22691,Serie A,2022,21
7855,13/08/2022,16:30,Goiás,Avaí,1,1,Flavio Rodrigues de Souza,10831,Serie A,2022,22
7856,13/08/2022,19:00,Corinthians,Palmeiras,0,1,Raphael Claus,44966,Serie A,2022,22
7857,13/08/2022,19:00,América-MG,Santos,1,0,Paulo Roberto Alves Júnior,2978,Serie A,2022,22
7858,13/08/2022,20:30,Cuiabá,Juventude,1,0,Marielson Alves Silva,6909,Serie A,2022,22
7859,13/08/2022,21:00,Botafogo,Atlético-GO,0,0,Edina Alves Batista,12230,Serie A,2022,22
7860,14/08/2022,11:00,Coritiba,Atlético-MG,0,1,Marcelo de Lima Henrique  (RJ),17608,Serie A,2022,22
7861,14/08/2022,16:00,São Paulo,Bragantino,3,0,Paulo Cesar Zanovelli,31358,Serie A,2022,22
7862,14/08/2022,16:00,Ceará,Fortaleza,0,1,Jean Pierre Goncalves Lima,33355,Serie A,2022,22
7863,14/08/2022,16:00,Flamengo,Athletico-PR,5,0,Wilton Sampaio,64378,Serie A,2022,22
7864,14/08/2022,19:00,Internacional,Fluminense,3,0,Ramon Abatti,14824,Serie A,2022,22
7865,20/08/2022,16:30,Atlético-MG,Goiás,0,1,Vinicius Gonçalves Dias Araujo,31650,Serie A,2022,23
7866,20/08/2022,19:00,Fluminense,Coritiba,5,2,Paulo Cesar Zanovelli,24029,Serie A,2022,23
7867,21/08/2022,11:00,Juventude,Botafogo,2,2,Raphael Claus,3095,Serie A,2022,23
7868,21/08/2022,16:00,Palmeiras,Flamengo,1,1,Ramon Abatti,40485,Serie A,2022,23
7869,21/08/2022,18:00,Atlético-GO,Cuiabá,1,1,Anderson Daronco,4578,Serie A,2022,23
7870,21/08/2022,18:00,Santos,São Paulo,1,0,Wilton Sampaio,12598,Serie A,2022,23
7871,21/08/2022,18:00,Athletico-PR,América-MG,1,1,Savio Pereira Sampaio,15023,Serie A,2022,23
7872,21/08/2022,18:00,Bragantino,Ceará,1,1,Bruno Arleu de Araújo,2488,Serie A,2022,23
7873,21/08/2022,18:00,Fortaleza,Corinthians,1,0,Leandro Pedro Vuaden,44338,Serie A,2022,23
7874,22/08/2022,20:00,Avaí,Internacional,0,1,Edina Alves Batista,13911,Serie A,2022,23
7875,27/08/2022,16:30,Goiás,Atlético-GO,2,1,Marcelo de Lima Henrique  (RJ),13411,Serie A,2022,24
7876,27/08/2022,16:30,Coritiba,Avaí,1,0,Savio Pereira Sampaio,17597,Serie A,2022,24
7877,27/08/2022,19:00,Fluminense,Palmeiras,1,1,Braulio da Silva Machado,45084,Serie A,2022,24
7878,27/08/2022,19:00,São Paulo,Fortaleza,0,1,Paulo Cesar Zanovelli,30210,Serie A,2022,24
7879,27/08/2022,21:00,Ceará,Athletico-PR,0,0,Vinicius Gonçalves Dias Araujo,16754,Serie A,2022,24
7880,28/08/2022,16:00,América-MG,Atlético-MG,1,1,Ramon Abatti,7016,Serie A,2022,24
7881,28/08/2022,18:00,Botafogo,Flamengo,0,1,Flavio Rodrigues de Souza,14442,Serie A,2022,24
7882,28/08/2022,18:00,Cuiabá,Santos,0,0,Jean Pierre Goncalves Lima,19136,Serie A,2022,24
7883,29/08/2022,20:00,Internacional,Juventude,4,0,Bruno Arleu de Araújo,16518,Serie A,2022,24
7884,29/08/2022,21:30,Corinthians,Bragantino,1,0,Wilton Sampaio,36228,Serie A,2022,24
7885,03/09/2022,16:30,Juventude,Avaí,1,1,Diego Pombo Lopez,2708,Serie A,2022,25
7886,03/09/2022,19:00,Athletico-PR,Fluminense,1,0,Flavio Rodrigues de Souza,14037,Serie A,2022,25
7887,03/09/2022,19:00,Bragantino,Palmeiras,2,2,Raphael Claus,9685,Serie A,2022,25
7888,03/09/2022,20:30,América-MG,Coritiba,2,0,Dyorgines Jose Padovani,2840,Serie A,2022,25
7889,04/09/2022,11:00,Flamengo,Ceará,1,1,Paulo Cesar Zanovelli,64387,Serie A,2022,25
7890,04/09/2022,16:00,Fortaleza,Botafogo,1,3,Ramon Abatti,54505,Serie A,2022,25
7891,04/09/2022,16:00,Corinthians,Internacional,2,2,Braulio da Silva Machado,41423,Serie A,2022,25
7892,04/09/2022,18:00,Atlético-GO,Atlético-MG,0,2,Luiz Flávio de Oliveira (SP),7083,Serie A,2022,25
7893,04/09/2022,19:00,Cuiabá,São Paulo,1,1,Wagner do Nascimento Magalhães,33050,Serie A,2022,25
7894,05/09/2022,20:00,Santos,Goiás,1,2,Anderson Daronco,11497,Serie A,2022,25
7895,10/09/2022,16:30,Internacional,Cuiabá,1,0,Maguielson Lima Barbosa,30719,Serie A,2022,26
7896,10/09/2022,16:30,Ceará,Santos,2,1,Braulio da Silva Machado,38339,Serie A,2022,26
7897,10/09/2022,19:00,,Goiás,1,1,Ramon Abatti,13798,Serie A,2022,26
7898,10/09/2022,19:00,Atlético-MG,Bragantino,1,1,Jean Pierre Goncalves Lima,34941,Serie A,2022,26
7899,10/09/2022,19:00,Fluminense,Fortaleza,2,1,Paulo Roberto Alves Júnior,26533,Serie A,2022,26
7900,10/09/2022,21:00,Palmeiras,Juventude,2,1,Jefferson Ferreira Moraes,39337,Serie A,2022,26
7901,11/09/2022,11:00,Botafogo,América-MG,0,0,Jose Mendonça,32285,Serie A,2022,26
7902,11/09/2022,11:00,Avaí,Athletico-PR,1,1,Paulo Cesar Zanovelli,9487,Serie A,2022,26
7903,11/09/2022,16:00,São Paulo,Corinthians,1,1,Marcelo de Lima Henrique  (RJ),46444,Serie A,2022,26
7904,11/09/2022,18:00,Coritiba,Atlético-GO,2,0,Vinicius Gonçalves Dias Araujo,15046,Serie A,2022,26
7905,17/09/2022,16:30,Avaí,Atlético-MG,1,0,André Luiz de Freitas Castro,5081,Serie A,2022,27
7906,17/09/2022,19:00,Botafogo,Coritiba,2,0,Paulo Cesar Zanovelli,15080,Serie A,2022,27
7907,18/09/2022,11:00,Bragantino,Goiás,1,1,Jose Mendonça,3984,Serie A,2022,27
7908,18/09/2022,16:00,Ceará,São Paulo,0,2,Maguielson Lima Barbosa,43000,Serie A,2022,27
7909,18/09/2022,16:00,Flamengo,Fluminense,1,2,Raphael Claus,55170,Serie A,2022,27
7910,18/09/2022,18:00,América-MG,Corinthians,1,0,Bruno Arleu de Araújo,6416,Serie A,2022,27
7911,18/09/2022,18:00,Juventude,Fortaleza,1,1,Dyorgines Jose Padovani,2144,Serie A,2022,27
7912,18/09/2022,18:30,Palmeiras,Santos,1,0,Wilton Sampaio,40337,Serie A,2022,27
7913,18/09/2022,19:00,Athletico-PR,Cuiabá,2,2,Anderson Daronco,16524,Serie A,2022,27
7914,19/09/2022,20:00,Atlético-GO,Internacional,1,2,Edina Alves Batista,5185,Serie A,2022,27
7915,25/09/2022,20:00,São Paulo,Avaí,4,0,Bruno Arleu de Araújo,36510,Serie A,2022,28
7916,27/09/2022,21:00,Santos,Athletico-PR,2,0,Braulio da Silva Machado,7464,Serie A,2022,28
7917,28/09/2022,19:00,Fluminense,Juventude,4,0,Edina Alves Batista,23396,Serie A,2022,28
7918,28/09/2022,19:00,Internacional,Bragantino,0,0,Wagner do Nascimento Magalhães,17945,Serie A,2022,28
7919,28/09/2022,19:00,Fortaleza,Flamengo,3,2,Flavio Rodrigues de Souza,46299,Serie A,2022,28
7920,28/09/2022,19:00,Corinthians,Atlético-GO,2,1,Leandro Pedro Vuaden,32398,Serie A,2022,28
7921,28/09/2022,21:00,Cuiabá,América-MG,2,1,Dyorgines Jose Padovani,3364,Serie A,2022,28
7922,28/09/2022,21:45,Coritiba,Ceará,1,0,Raphael Claus,14735,Serie A,2022,28
7923,28/09/2022,21:45,Goiás,Botafogo,0,1,Luiz Flávio de Oliveira (SP),10774,Serie A,2022,28
7924,28/09/2022,21:45,Atlético-MG,Palmeiras,0,1,Marcelo de Lima Henrique  (RJ),28644,Serie A,2022,28
7925,01/10/2022,15:00,Atlético-MG,Fluminense,2,0,Luiz Flávio de Oliveira (SP),20858,Serie A,2022,29
7926,01/10/2022,15:00,Internacional,Santos,1,0,Ramon Abatti,30858,Serie A,2022,29
7927,01/10/2022,19:00,Goiás,Fortaleza,0,1,Raphael Claus,9898,Serie A,2022,29
7928,01/10/2022,19:00,Avaí,Atlético-GO,1,2,Flavio Rodrigues de Souza,8062,Serie A,2022,29
7929,01/10/2022,19:00,Flamengo,Bragantino,4,1,Anderson Daronco,46698,Serie A,2022,29
7930,01/10/2022,19:00,Athletico-PR,Juventude,2,0,Maguielson Lima Barbosa,14403,Serie A,2022,29
7931,01/10/2022,19:00,Ceará,América-MG,1,2,Edina Alves Batista,13976,Serie A,2022,29
7932,01/10/2022,21:00,Corinthians,Cuiabá,2,0,Caio Max Augusto Vieira,37445,Serie A,2022,29
7933,03/10/2022,20:00,Botafogo,Palmeiras,1,3,Wilton Sampaio,16545,Serie A,2022,29
7934,20/10/2022,20:00,São Paulo,Coritiba,error,error,Flavio Rodrigues de Souza,14993,Serie A,2022,29
7935,04/10/2022,21:30,Juventude,Corinthians,2,2,Wagner do Nascimento Magalhães,3159,Serie A,2022,30
7936,05/10/2022,19:00,Bragantino,Cuiabá,2,1,Jefferson Ferreira Moraes,2703,Serie A,2022,30
7937,05/10/2022,19:00,Ceará,Goiás,1,1,Vinicius Gonçalves Dias Araujo,16702,Serie A,2022,30
7938,05/10/2022,19:00,Atlético-GO,Fluminense,3,2,Anderson Daronco,6075,Serie A,2022,30
7939,05/10/2022,19:30,Athletico-PR,Fortaleza,1,1,Rafael Rodrigo Klein,15646,Serie A,2022,30
7940,05/10/2022,21:30,Flamengo,Internacional,0,0,Flavio Rodrigues de Souza,43710,Serie A,2022,30
7941,05/10/2022,21:30,Santos,Atlético-MG,1,2,Bruno Arleu de Araújo,9278,Serie A,2022,30
7942,06/10/2022,19:00,Avaí,Botafogo,1,2,Paulo Cesar Zanovelli,6097,Serie A,2022,30
7943,06/10/2022,19:00,Palmeiras,Coritiba,4,0,Braulio da Silva Machado,39877,Serie A,2022,30
7944,06/10/2022,20:00,América-MG,São Paulo,1,2,Ramon Abatti,3916,Serie A,2022,30
7945,08/10/2022,19:00,Cuiabá,Flamengo,1,2,Raphael Claus,40059,Serie A,2022,31
7946,08/10/2022,21:00,Corinthians,Athletico-PR,2,1,Anderson Daronco,38649,Serie A,2022,31
7947,09/10/2022,11:00,Internacional,Goiás,4,2,Edina Alves Batista,31554,Serie A,2022,31
7948,09/10/2022,16:00,São Paulo,Botafogo,0,1,Jean Pierre Goncalves Lima,23918,Serie A,2022,31
7949,09/10/2022,16:00,Fortaleza,Avaí,2,0,Luiz Flávio de Oliveira (SP),40968,Serie A,2022,31
7950,09/10/2022,18:00,Atlético-MG,Ceará,0,0,Flavio Rodrigues de Souza,34718,Serie A,2022,31
7951,09/10/2022,18:00,Fluminense,América-MG,0,2,Leandro Pedro Vuaden,23324,Serie A,2022,31
7952,09/10/2022,18:00,Coritiba,Bragantino,2,1,Ramon Abatti,18066,Serie A,2022,31
7953,10/10/2022,18:30,Atlético-GO,Palmeiras,1,1,Bruno Arleu de Araújo,12089,Serie A,2022,31
7954,10/10/2022,20:00,Santos,Juventude,4,1,Jose Mendonça,9171,Serie A,2022,31
7955,15/10/2022,20:30,América-MG,Fortaleza,1,2,Vinicius Gonçalves Dias Araujo,2863,Serie A,2022,32
7956,15/10/2022,20:30,Flamengo,Atlético-MG,1,0,Ramon Abatti,51179,Serie A,2022,32
7957,16/10/2022,16:00,Ceará,Cuiabá,1,1,Caio Max Augusto Vieira,41242,Serie A,2022,32
7958,16/10/2022,16:00,Palmeiras,São Paulo,0,0,Flavio Rodrigues de Souza,40795,Serie A,2022,32
7959,16/10/2022,18:00,Botafogo,Internacional,0,1,Braulio da Silva Machado,24445,Serie A,2022,32
7960,16/10/2022,18:00,Juventude,Atlético-GO,1,1,Felipe Fernandes,1489,Serie A,2022,32
7961,16/10/2022,18:00,Athletico-PR,Coritiba,1,0,Jean Pierre Goncalves Lima,29599,Serie A,2022,32
7962,16/10/2022,19:00,Avaí,Fluminense,0,3,Anderson Daronco,,Serie A,2022,32
7963,17/10/2022,20:00,Bragantino,Santos,0,2,Paulo Cesar Zanovelli,6705,Serie A,2022,32
7964,29/10/2022,18:30,Goiás,Corinthians,0,0,Bruno Arleu de Araújo,9497,Serie A,2022,32
7965,22/10/2022,16:30,Bragantino,Athletico-PR,4,2,Caio Max Augusto Vieira,3011,Serie A,2022,33
7966,22/10/2022,19:00,América-MG,Flamengo,1,2,Jean Pierre Goncalves Lima,9626,Serie A,2022,33
7967,22/10/2022,19:00,Santos,Corinthians,0,1,Flavio Rodrigues de Souza,12872,Serie A,2022,33
7968,22/10/2022,21:00,Palmeiras,Avaí,3,0,Bruno Arleu de Araújo,40044,Serie A,2022,33
7969,23/10/2022,16:00,Fluminense,Botafogo,2,2,Ramon Abatti,36033,Serie A,2022,33
7970,23/10/2022,16:00,Juventude,São Paulo,1,2,Paulo Roberto Alves Júnior,3204,Serie A,2022,33
7971,23/10/2022,18:00,Atlético-GO,Ceará,1,0,Luiz Flávio de Oliveira (SP),10166,Serie A,2022,33
7972,23/10/2022,18:00,Cuiabá,Goiás,1,2,Dyorgines Jose Padovani,8871,Serie A,2022,33
7973,23/10/2022,18:00,Coritiba,Internacional,1,1,Wagner do Nascimento Magalhães,18485,Serie A,2022,33
7974,24/10/2022,20:00,Fortaleza,Atlético-MG,0,0,Raphael Claus,43660,Serie A,2022,33
7975,25/10/2022,21:45,Flamengo,Santos,3,2,André Luiz de Freitas Castro,44679,Serie A,2022,34
7976,25/10/2022,21:45,Athletico-PR,Palmeiras,1,3,Braulio da Silva Machado,20502,Serie A,2022,34
7977,26/10/2022,19:00,Botafogo,Bragantino,2,1,Dyorgines Jose Padovani,11093,Serie A,2022,34
7978,26/10/2022,21:45,Internacional,Ceará,2,1,Ramon Abatti,10544,Serie A,2022,34
7979,26/10/2022,21:45,Corinthians,Fluminense,0,2,Leandro Pedro Vuaden,37920,Serie A,2022,34
7980,26/10/2022,21:45,Goiás,América-MG,2,2,Wagner do Nascimento Magalhães,7274,Serie A,2022,34
7981,27/10/2022,19:00,São Paulo,Atlético-GO,2,1,Bruno Arleu de Araújo,17598,Serie A,2022,34
7982,27/10/2022,19:00,Fortaleza,Coritiba,3,1,Flavio Rodrigues de Souza,22341,Serie A,2022,34
7983,27/10/2022,20:00,Cuiabá,Avaí,1,0,Luiz Flávio de Oliveira (SP),4680,Serie A,2022,34
7984,27/10/2022,21:30,Atlético-MG,Juventude,1,0,Savio Pereira Sampaio,18298,Serie A,2022,34
7985,31/10/2022,19:00,Ceará,Fluminense,0,1,Raphael Claus,,Serie A,2022,35
7986,01/11/2022,18:00,Botafogo,Cuiabá,0,2,Jean Pierre Goncalves Lima,16365,Serie A,2022,35
7987,01/11/2022,20:30,São Paulo,Atlético-MG,2,2,Braulio da Silva Machado,23835,Serie A,2022,35
7988,02/11/2022,15:00,América-MG,Internacional,1,0,Bruno Arleu de Araújo,3474,Serie A,2022,35
7989,02/11/2022,15:00,Athletico-PR,Goiás,3,2,Leandro Pedro Vuaden,13664,Serie A,2022,35
7990,02/11/2022,18:00,Atlético-GO,Santos,2,3,Anderson Daronco,9090,Serie A,2022,35
7991,02/11/2022,18:00,Avaí,Bragantino,1,2,Wagner do Nascimento Magalhães,3022,Serie A,2022,35
7992,02/11/2022,18:00,Juventude,Coritiba,0,1,Marcelo de Lima Henrique  (RJ),3412,Serie A,2022,35
7993,02/11/2022,20:30,Flamengo,Corinthians,1,2,Ramon Abatti,60369,Serie A,2022,35
7994,02/11/2022,20:30,Palmeiras,Fortaleza,4,0,Wilton Sampaio,29104,Serie A,2022,35
7995,05/11/2022,15:30,Santos,Avaí,1,1,Caio Max Augusto Vieira,18686,Serie A,2022,36
7996,05/11/2022,15:30,Fluminense,São Paulo,3,1,Anderson Daronco,41558,Serie A,2022,36
7997,05/11/2022,18:00,Goiás,Juventude,1,0,Edina Alves Batista,10480,Serie A,2022,36
7998,05/11/2022,18:00,Bragantino,América-MG,1,4,Marcelo de Lima Henrique  (RJ),2722,Serie A,2022,36
7999,05/11/2022,19:30,Corinthians,Ceará,1,0,Bruno Arleu de Araújo,41335,Serie A,2022,36
8000,05/11/2022,20:00,Internacional,Athletico-PR,2,0,Flavio Rodrigues de Souza,11226,Serie A,2022,36
8001,06/11/2022,15:00,Coritiba,Flamengo,1,0,Raphael Claus,33304,Serie A,2022,36
8002,06/11/2022,15:00,Fortaleza,Atlético-GO,1,1,Luiz Flávio de Oliveira (SP),44810,Serie A,2022,36
8003,06/11/2022,17:30,Cuiabá,Palmeiras,1,1,Braulio da Silva Machado,22448,Serie A,2022,36
8004,07/11/2022,19:00,Atlético-MG,Botafogo,0,2,Leandro Pedro Vuaden,31160,Serie A,2022,36
8005,08/11/2022,20:30,São Paulo,Internacional,0,1,Wagner do Nascimento Magalhães,19692,Serie A,2022,37
8006,09/11/2022,18:00,Avaí,Ceará,2,0,Luiz Flávio de Oliveira (SP),2025,Serie A,2022,37
8007,09/11/2022,18:00,Fluminense,Goiás,3,0,Paulo Cesar Zanovelli,35410,Serie A,2022,37
8008,09/11/2022,18:00,Coritiba,Corinthians,2,2,Marcelo de Lima Henrique  (RJ),30049,Serie A,2022,37
8009,09/11/2022,19:30,Fortaleza,Bragantino,6,0,Ramon Abatti,38268,Serie A,2022,37
8010,09/11/2022,20:30,Atlético-GO,Athletico-PR,1,1,Jean Pierre Goncalves Lima,4185,Serie A,2022,37
8011,09/11/2022,20:30,Juventude,Flamengo,2,2,Rodrigo Jose Pereira de Lima,5231,Serie A,2022,37
8012,09/11/2022,20:30,Palmeiras,América-MG,2,1,Savio Pereira Sampaio,28721,Serie A,2022,37
8013,10/11/2022,19:00,Atlético-MG,Cuiabá,3,0,Bruno Arleu de Araújo,28824,Serie A,2022,37
8014,10/11/2022,19:00,Botafogo,Santos,3,0,Braulio da Silva Machado,28139,Serie A,2022,37
8015,13/11/2022,15:00,Ceará,Juventude,4,1,Paulo Henrique Schleinch Vollkopf,,Serie A,2022,38
8016,13/11/2022,15:00,Corinthians,Atlético-MG,0,1,Braulio da Silva Machado,43696,Serie A,2022,38
8017,13/11/2022,15:00,Goiás,São Paulo,0,4,Marcelo de Lima Henrique  (RJ),13927,Serie A,2022,38
8018,13/11/2022,15:00,América-MG,Atlético-GO,1,1,Leandro Pedro Vuaden,5005,Serie A,2022,38
8019,13/11/2022,15:00,Santos,Fortaleza,0,2,Wagner do Nascimento Magalhães,11565,Serie A,2022,38
8020,13/11/2022,15:00,Cuiabá,Coritiba,2,1,Flavio Rodrigues de Souza,17392,Serie A,2022,38
8021,13/11/2022,15:00,Flamengo,Avaí,1,2,Edina Alves Batista,63077,Serie A,2022,38
8022,13/11/2022,15:00,Internacional,Palmeiras,3,0,Bruno Arleu de Araújo,31632,Serie A,2022,38
8023,13/11/2022,15:00,Athletico-PR,Botafogo,3,0,Anderson Daronco,20194,Serie A,2022,38
8024,13/11/2022,15:00,Bragantino,Fluminense,0,1,Bruno Arleu de Araújo,4706,Serie A,2022,38
8025,15/04/2023,16:00,América-MG,Fluminense,0,3,Braulio da Silva Machado,6653,Serie A,2023,1
8026,15/04/2023,16:00,Palmeiras,Cuiabá,2,1,Paulo Cesar Zanovelli,35835,Serie A,2023,1
8027,15/04/2023,18:30,Fortaleza,Internacional,1,1,Edina Alves Batista,30191,Serie A,2023,1
8028,15/04/2023,18:30,Botafogo,São Paulo,2,1,Ramon Abatti,11708,Serie A,2023,1
8029,15/04/2023,18:30,Bragantino,Bahia,2,1,Maguielson Lima Barbosa,3368,Serie A,2023,1
8030,15/04/2023,18:30,Athletico-PR,Goiás,2,0,Rafael Rodrigo Klein,15329,Serie A,2023,1
8031,15/04/2023,21:00,Atlético-MG,Vasco da Gama,1,2,Raphael Claus,34980,Serie A,2023,1
8032,16/04/2023,16:00,Corinthians,Cruzeiro,2,1,Anderson Daronco,41304,Serie A,2023,1
8033,16/04/2023,16:00,Flamengo,Coritiba,3,0,Rodrigo Jose Pereira de Lima,42848,Serie A,2023,1
8034,16/04/2023,18:30,Grêmio,Santos,1,0,Wilton Sampaio,13997,Serie A,2023,1
8035,22/04/2023,16:00,Fluminense,Athletico-PR,2,0,Paulo Cesar Zanovelli,38598,Serie A,2023,2
8036,22/04/2023,18:30,São Paulo,América-MG,3,0,Wagner do Nascimento Magalhães,41006,Serie A,2023,2
8037,22/04/2023,18:30,Cuiabá,Bragantino,1,1,Caio Max Augusto Vieira,9267,Serie A,2023,2
8038,22/04/2023,21:00,Cruzeiro,Grêmio,1,0,Flavio Rodrigues de Souza,21605,Serie A,2023,2
8039,23/04/2023,11:00,Internacional,Flamengo,2,1,Ramon Abatti,45751,Serie A,2023,2
8040,23/04/2023,16:00,Vasco da Gama,Palmeiras,2,2,Rafael Rodrigo Klein,59867,Serie A,2023,2
8041,23/04/2023,16:00,Santos,Atlético-MG,0,0,Braulio da Silva Machado,11233,Serie A,2023,2
8042,23/04/2023,18:30,Coritiba,Fortaleza,0,3,Wilton Sampaio,24423,Serie A,2023,2
8043,23/04/2023,19:00,Goiás,Corinthians,3,1,Bruno Arleu de Araújo,10162,Serie A,2023,2
8044,24/04/2023,20:00,Bahia,Botafogo,1,2,Raphael Claus,27427,Serie A,2023,2
8045,29/04/2023,16:30,Coritiba,São Paulo,1,1,Rafael Rodrigo Klein,25210,Serie A,2023,3
8046,29/04/2023,16:30,Fortaleza,Fluminense,4,2,Raphael Claus,39943,Serie A,2023,3
8047,29/04/2023,18:30,Bragantino,Cruzeiro,0,3,Braulio da Silva Machado,4829,Serie A,2023,3
8048,29/04/2023,18:30,Palmeiras,Corinthians,2,1,Wilton Sampaio,41457,Serie A,2023,3
8049,29/04/2023,18:30,Santos,América-MG,3,2,Anderson Daronco,11844,Serie A,2023,3
8050,29/04/2023,21:00,Atlético-MG,Athletico-PR,2,1,Ramon Abatti,15037,Serie A,2023,3
8051,30/04/2023,16:00,Flamengo,Botafogo,2,3,Edina Alves Batista,53138,Serie A,2023,3
8052,30/04/2023,18:30,Cuiabá,Grêmio,1,2,Bruno Arleu de Araújo,21385,Serie A,2023,3
8053,30/04/2023,18:30,Internacional,Goiás,1,0,Rodrigo Jose Pereira de Lima,29193,Serie A,2023,3
8054,01/05/2023,20:00,Vasco da Gama,Bahia,0,1,Flavio Rodrigues de Souza,19223,Serie A,2023,3
8055,06/05/2023,16:00,Cruzeiro,Santos,2,1,Bruno Arleu de Araújo,21191,Serie A,2023,4
8056,06/05/2023,21:00,Fluminense,Vasco da Gama,1,1,Wilton Sampaio,39850,Serie A,2023,4
8057,07/05/2023,11:00,América-MG,Cuiabá,1,2,Denis Ribeiro Serafim,5228,Serie A,2023,4
8058,07/05/2023,16:00,São Paulo,Internacional,2,0,Braulio da Silva Machado,46093,Serie A,2023,4
8059,07/05/2023,16:00,Athletico-PR,Flamengo,2,1,Raphael Claus,32949,Serie A,2023,4
8060,07/05/2023,16:00,Bahia,Coritiba,3,1,Bruno Mota Correia,37936,Serie A,2023,4
8061,07/05/2023,18:30,Grêmio,Bragantino,3,3,Paulo Cesar Zanovelli,23760,Serie A,2023,4
8062,07/05/2023,18:30,Goiás,Palmeiras,0,5,Wagner do Nascimento Magalhães,13789,Serie A,2023,4
8063,07/05/2023,18:30,Botafogo,Atlético-MG,2,0,Flavio Rodrigues de Souza,18218,Serie A,2023,4
8064,08/05/2023,20:00,Corinthians,Fortaleza,1,1,Ramon Abatti,36512,Serie A,2023,4
8065,10/05/2023,19:00,Internacional,Athletico-PR,0,2,Bruno Arleu de Araújo,13537,Serie A,2023,5
8066,10/05/2023,19:00,Santos,Bahia,3,0,Wagner do Nascimento Magalhães,7262,Serie A,2023,5
8067,10/05/2023,19:00,Bragantino,América-MG,2,2,Rafael Rodrigo Klein,2909,Serie A,2023,5
8068,10/05/2023,20:00,Flamengo,Goiás,2,0,Savio Pereira Sampaio,44948,Serie A,2023,5
8069,10/05/2023,20:00,Cuiabá,Atlético-MG,0,4,Wilton Sampaio,12029,Serie A,2023,5
8070,10/05/2023,21:30,Cruzeiro,Fluminense,0,2,Flavio Rodrigues de Souza,51846,Serie A,2023,5
8071,10/05/2023,21:30,Palmeiras,Grêmio,4,1,Braulio da Silva Machado,37532,Serie A,2023,5
8072,11/05/2023,19:00,Coritiba,Vasco da Gama,1,1,Ramon Abatti,20880,Serie A,2023,5
8073,11/05/2023,19:30,Botafogo,Corinthians,3,0,Anderson Daronco,22388,Serie A,2023,5
8074,11/05/2023,20:00,Fortaleza,São Paulo,0,0,Paulo Cesar Zanovelli,37775,Serie A,2023,5
8075,13/05/2023,16:00,Bahia,Flamengo,2,3,Paulo Cesar Zanovelli,48502,Serie A,2023,6
8076,13/05/2023,18:30,Fluminense,Cuiabá,2,0,Edina Alves Batista,39040,Serie A,2023,6
