,match,team,time,player,desc
30627,11409,h,21',Thalles,
30628,11409,a,52',Alfredo,
30629,11410,h,72',Maylson,
30630,11411,a,64',Alan Mineiro,Gol
30631,11411,h,80',Jael,Gol
30632,11411,h,83',Jael,Pênalti perdido
30633,11411,h,88',Jael,Pênalti perdido
30634,11412,h,90+2',Allano,Segundo cartão amarelo
30635,11412,h,90+2',Hernane,Gol
30636,11413,a,11',Júnior Viçosa,Gol de pênalti
30637,11413,h,18',Everton Sena,Gol
30638,11413,a,35',Júnior Viçosa,Gol
30639,11413,h,56',Germano,Gol de pênalti
30640,11413,a,85',Luiz Fernando,Gol
30641,11415,a,71',Cleyton,Gol
30642,11416,a,4',Jael,Gol
30643,11416,a,18',Fernando Viana,Gol
30644,11416,a,19',Reginaldo,Segundo cartão amarelo
30645,11416,h,69',Walter,Gol
30646,11416,h,70',David Duarte,Segundo cartão amarelo
30647,11416,h,78',Léo Gamalho,Gol
30648,11416,h,90+1',Léo Gamalho,Gol
30649,11417,a,39',Thalles,Gol
30650,11417,h,45',Rafael Grampola,Gol de pênalti
30651,11417,a,54',Nenê,Gol de pênalti
30652,11418,h,10',Diogo Oliveira,Gol de pênalti
30653,11418,a,90+8',Marcus Vinícius,Gol
30654,11419,a,10',Bruno Baio,Gol
30655,11419,h,49',Fernando Karanga,Segundo cartão amarelo
30656,11419,h,70',Leandro Silva,Gol
30657,11419,a,75',Roberto,Gol de pênalti
30658,11419,h,76',Lúcio Flávio,Segundo cartão amarelo
30659,11419,a,86',Diego Giaretta,Segundo cartão amarelo
30660,11420,h,11',Wescley,Gol
30661,11420,a,17',Aloísio,Gol
30662,11420,a,31',Victor Bolt,Gol
30663,11420,h,50',Felipe Silva,Gol
30664,11420,a,78',Wellington Simião,Gol
30665,11421,h,25',Marquinhos,Gol
30666,11421,h,45+3',Marquinhos,Gol de pênalti
30667,11421,h,52',Rômulo Souza,Gol
30668,11421,a,76',Maylson,Cartão vermelho
30669,11422,a,4',Rafael Gava,Gol
30670,11422,h,26',Thiago Santos,Gol de pênalti
30671,11422,a,49',Bruno Batata,Gol
30672,11422,a,86',Rafael Gava,Gol
30673,11423,h,15',Gilsinho,Gol
30674,11423,a,28',Hiroshi,Gol
30675,11423,h,43',Marllon,Gol
30676,11423,a,57',Marcos Serrato,Gol
30677,11423,a,62',Hiroshi,Gol
30678,11423,h,68',Luiz Fernando,Gol
30679,11423,h,79',Jorginho,Gol
30680,11423,h,87',Matheus Carvalho,Gol
30681,11424,h,34',Jean Patrick,Gol
30682,11424,a,49',Edigar Junio,Gol
30683,11424,h,51',Jean Patrick,Cartão vermelho
30684,11424,h,74',Diogo Sodré,Gol
30685,11424,a,90+4',Edigar Junio,Gol
30686,11425,a,75',Kadu,Gol
30687,11425,a,90+3',Erick Luis,Gol
30688,11426,h,23',Ricardo Ryller,Gol
30689,11426,h,84',Everton,Cartão vermelho
30690,11427,a,15',Rony,Gol
30691,11427,a,43',Bérgson,Gol
30692,11427,h,56',Giancarlo,Gol
30693,11427,h,71',Rafael Santos,Segundo cartão amarelo
30694,11427,a,76',Rafael Pereira,Gol de pênalti
30695,11427,a,90+4',Léo Santos,Gol
30696,11428,a,50',Diego Jardel,Gol
30697,11429,h,53',Roberto,Gol de pênalti
30698,11429,a,90+3',Luan,Segundo cartão amarelo
30699,11430,h,11',Luiz Antônio,Gol
30700,11430,h,18',Hernane,Gol
30701,11430,a,31',Rafael Grampola,Gol
30702,11430,a,70',Watson,Gol
30703,11430,h,88',Renato Cajá,Gol
30704,11431,a,70',Edson Júnior,Gol
30705,11432,a,34',Leandro Cearense,Gol
30706,11432,h,61',Vandinho,Gol
30707,11432,h,80',Victor Bolt,Gol
30708,11432,h,80',Victor Bolt,Pênalti perdido
30709,11432,a,86',Celsinho,Gol
30710,11433,h,76',Leandro Camilo,Gol
30711,11433,h,78',Leandro Camilo,Segundo cartão amarelo
30712,11434,a,63',Lucas Taylor,Gol
30713,11434,h,73',Bill,Gol de pênalti
30714,11435,a,45+2',Fernandinho,
30715,11435,h,63',Carlos Eduardo,
30716,11435,h,81',David Duarte,
30717,11436,a,72',Marcos Serrato,
30718,11436,a,84',Rodrigo Lobão,
30719,11437,h,11',Cleyton,
30720,11437,a,44',Ianson,
30721,11437,a,87',Alex Maranhão,
30722,11438,a,35',Edigar Junio,
30723,11438,h,45+3',Júnior Viçosa,
30724,11438,h,71',Jorginho,
30725,11439,h,36',Neto Baiano,Gol de pênalti
30726,11439,h,45+1',Gerson Magrão,
30727,11439,h,60',Gerson Magrão,
30728,11440,a,16',Geovane,Segundo cartão amarelo
30729,11440,h,39',Jael,
30730,11440,h,71',Tinga,
30731,11440,a,78',Vandinho,
30732,11440,a,82',Caíque Oliveira,
30733,11440,h,89',Fernando Viana,
30734,11440,h,90+1',Aldair,
30735,11441,a,81',Marcelinho,
30736,11442,a,51',Ramon Machado,Gol
30737,11442,h,64',Rômulo Souza,Gol
30738,11443,a,27',Eduardo Diniz,
30739,11443,h,48',Thalles,
30740,11443,h,50',Thalles,
30741,11443,a,90+1',Valdo,Segundo cartão amarelo
30742,11444,a,21',Pedro Carmona,
30743,11444,a,39',Mike,
30744,11445,h,44',Neto Baiano,Gol
30745,11446,h,8',Eliandro,
30746,11446,h,54',Eliandro,
30747,11447,a,55',Alaor,Gol
30748,11447,h,67',Tiago Marques,Gol
30749,11447,h,81',Tiago Marques,Gol
30750,11449,a,18',Alemão,Gol
30751,11451,h,45',Diogo Mateus,Gol
30752,11451,a,51',Vítor,Gol
30753,11451,a,86',William Barbio,Gol
30754,11452,a,20',Andrés D'Alessandro,Gol de pênalti
30755,11452,a,38',Nicolás López,Gol
30756,11452,a,49',Nicolás López,Gol
30757,11453,a,38',Robinho,Gol
30758,11454,h,51',Fernando Gabriel,Gol
30759,11454,h,88',Bérgson,Gol de pênalti
30760,11455,h,32',Rodrigo Silva,Gol de pênalti
30761,11455,a,52',Jonatas Belusso,Gol
30762,11458,a,75',Ruan Renato,Segundo cartão amarelo
30763,11459,h,55',Ruy,Gol
30764,11459,a,84',Jean Carlos,Gol
30765,11460,h,73',Alexandro,Gol de pênalti
30766,11461,h,5',Rafael Silva,Gol
30767,11461,a,34',Mailson,Gol
30768,11462,h,5',Halef Pitbull,Gol
30769,11462,a,79',Eliandro,Gol
30770,11462,h,84',Ricardo Bueno,Gol
30771,11463,h,12',Jorge Henrique,Gol
30772,11463,h,31',Robinho,Gol
30773,11463,a,49',Darlan,Segundo cartão amarelo
30774,11463,h,74',Henan,Gol
30775,11464,h,44',William Pottker,Gol
30776,11464,a,78',Adriano Pardal,Gol
30777,11465,h,74',Neto Baiano,Gol de pênalti
30778,11466,h,6',Bruno Nazário,Gol
30779,11466,h,77',Caíque Lemes,Gol
30780,11467,h,48',Zé Roberto,Gol de pênalti
30781,11467,a,75',Ruy,Gol
30782,11467,a,88',Renan Oliveira,Gol
30783,11467,a,90+2',Bill,Gol
30784,11468,h,23',Rodolfo,Gol
30785,11468,a,55',Mazinho,Gol
30786,11469,h,3',Alex Alves,Gol
30787,11469,a,4',Bruno Lopes,Gol
30788,11469,a,45+4',Teco,Segundo cartão amarelo
30789,11469,h,54',Jean Carlos,Cartão vermelho
30790,11470,a,76',Roberto,Gol
30791,11470,a,87',Felipe Menezes,Gol
30792,11471,h,33',Jonatas Belusso,Gol
30793,11471,a,58',Erik,Gol
30794,11471,h,59',Jonatas Belusso,Gol
30795,11471,h,82',Jonatas Belusso,Segundo cartão amarelo
30796,11471,h,88',Marcinho,Gol
30797,11472,h,63',Fernando Gabriel,Gol
30798,11473,h,41',Nando,Gol
30799,11474,a,58',Felipe Alves,Gol
30800,11474,h,60',Assis,Gol-contra
30801,11474,h,90+2',Diego Felipe,Gol
30802,11475,h,16',Minho,Gol
30803,11475,h,90',Renatinho,Gol
30804,11476,a,25',Douglas Assis,Gol
30805,11476,h,45+1',Zé Antônio,Segundo cartão amarelo
30806,11476,a,45+5',Fellipe Mateus,Gol de pênalti
30807,11477,h,23',Wagner,Gol
30808,11477,h,85',Nem,Gol
30809,11478,a,44',Rodrigo Andrade,Gol
30810,11478,a,75',Leandro Carvalho,Gol
30811,11479,h,8',Júlio César,Gol
30812,11479,h,82',Alexandro,Gol
30813,11480,h,89',Roberto,Gol
30814,11481,h,43',Mateus Anderson,Gol
30815,11481,h,45+3',Wesley Matos,Gol
30816,11481,h,53',Geovane,Gol
30817,11481,a,76',Diego Jussani,Gol
30818,11483,h,37',Roberto,Gol
30819,11483,a,39',Adriano Pardal,Gol
30820,11483,h,49',André Luis,Gol
30821,11483,a,86',Felipe Guedes,Segundo cartão amarelo
30822,11484,h,48',Nicolás López,Gol
30823,11484,a,84',Tiago Marques,Gol
30824,11485,h,45+1',Fumagalli,Gol
30825,11485,a,61',Wesley Pacheco,Gol
30826,11485,h,89',Willian Rocha,Gol
30827,11486,h,87',Vinicius,Gol
30828,11487,h,20',Eduardo Echeverría,Gol
30829,11487,h,23',Dalberto,Gol
30830,11487,a,37',Wesley Dias,Gol
30831,11488,a,15',Victor Cuesta,Gol
30832,11488,h,23',Henan,Gol
30833,11488,a,76',Diego Gonçalves,Gol
30834,11488,h,90',Leandro Almeida,Cartão vermelho
30835,11489,h,11',Carlos Eduardo,Gol
30836,11489,a,45',Anderson Salles,Gol de pênalti
30837,11489,h,72',Carlos Eduardo,Gol
30838,11490,a,34',Gabriel Dias,Gol
30839,11490,h,90+1',Artur,Gol
30840,11491,h,64',Manoel,Gol
30841,11491,a,70',Robert,Gol
30842,11492,a,86',Marcinho,Gol
30843,11493,h,36',Luan,Gol
30844,11493,h,56',Zé Ricardo,Segundo cartão amarelo
30845,11493,a,80',Pedro Ken,Cartão vermelho
30846,11494,a,74',Alan Mineiro,Gol
30847,11494,h,90+3',Pablo,Gol
30848,11495,h,10',Caio Rangel,Gol
30849,11496,a,45+2',Germano,Gol de pênalti
30850,11496,a,52',Artur,Gol
30851,11496,a,79',Artur,Gol
30852,11496,h,85',João Paulo,Gol
30853,11497,h,3',Alípio,Gol
30854,11497,h,25',Elisson,Cartão vermelho
30855,11497,h,90',Geovane,Gol
30856,11498,a,48',Aylon,Gol
30857,11499,h,10',Carlos Júnior,Gol
30858,11499,a,45',Vinícius,Gol
30859,11499,h,52',William Pottker,Gol de pênalti
30860,11499,a,56',Nirley,Segundo cartão amarelo
30861,11499,h,58',Andrés D'Alessandro,Gol de pênalti
30862,11499,a,85',Iago,Gol
30863,11499,a,90+1',Darlan,Segundo cartão amarelo
30864,11499,h,90+3',Marcelo Cirino,Gol
30865,11500,a,6',Rafael Pereira,Gol
30866,11500,a,62',Arthur Cabral,Gol
30867,11500,h,74',Lincom,Gol
30868,11500,h,81',Lincom,Gol
30869,11500,a,90',Rafael Carioca,Gol
30870,11501,a,53',Braian Samudio,Gol
30871,11502,a,79',Ruan Renato,Gol
30872,11502,a,90+3',Tiago Marques,Gol
30873,11503,a,7',Robinho,Gol
30874,11503,h,15',Filipe,Gol
30875,11503,a,28',Henan,Gol
30876,11503,h,47',Dalberto,Gol
30877,11505,h,0',Vinícius,Gol
30878,11505,a,9',Minho,Gol
30879,11505,a,90+1',Robson,Gol
30880,11506,h,36',Braian Samudio,Gol
30881,11506,h,80',Braian Samudio,Gol
30882,11507,h,25',Germano,Gol
30883,11507,a,88',Mazinho,Gol
30884,11508,a,20',Dodi,Gol
30885,11508,a,64',Dodi,Gol
30886,11508,h,81',Luidy,Gol
30887,11508,h,84',Luidy,Gol
30888,11509,h,11',Victor Bolt,Gol
30889,11509,h,27',Tiago Luis,Gol
30890,11509,h,32',Carlos Eduardo,Gol
30891,11509,a,39',Douglas Assis,Gol
30892,11509,h,90+2',Pedro Bambu,Gol
30893,11510,h,3',Tiago Marques,Gol
30894,11510,h,22',Wallacer,Gol
30895,11510,h,41',Ramon Machado,Gol
30896,11510,a,90',Eduardo Echeverría,Segundo cartão amarelo
30897,11511,a,12',Marcos Paulo,Gol
30898,11511,h,48',Ytalo,Gol
30899,11511,a,90+3',Geovane,Gol
30900,11512,h,50',Ricardo Ryller,Gol
30901,11512,h,69',Sérgio Mota,Gol
30902,11512,h,71',Rafael Silva,Gol de pênalti
30903,11512,h,86',Ricardo Ryller,Gol
30904,11513,h,28',Pedro Ken,Gol
30905,11513,a,62',Léo Lima,Gol
30906,11513,a,71',Bruno Paulo,Gol
30907,11513,a,81',Ricardo Bueno,Gol
30908,11514,a,19',Nicolás López,Gol
30909,11514,h,53',Rafael Lima,Gol
30910,11515,h,2',Silvinho,Gol
30911,11515,a,26',Evandro,Gol
30912,11515,h,36',Lucão,Gol
30913,11515,h,56',Lucão,Gol
30914,11515,h,78',Barreto,Segundo cartão amarelo
30915,11515,a,83',Claudinho,Gol
30916,11516,h,14',Rafael Carioca,Gol
30917,11516,a,76',Léo Cereja,Gol
30918,11517,h,49',Felipe Alves,Gol
30919,11518,h,10',Carlos Eduardo,Gol
30920,11518,a,15',Caio Mancha,Gol
30921,11518,a,70',Dalberto,Gol
30922,11519,a,5',Jonatas Belusso,Gol
30923,11519,a,31',Jonatas Belusso,Gol
30924,11519,a,44',Jonatas Belusso,Gol
30925,11521,a,17',Aislan,Gol
30926,11521,h,43',Fellipe Mateus,Gol
30927,11521,h,44',Rodolfo,Gol
30928,11523,h,42',Lincom,Gol
30929,11523,a,47',Maguinho,Segundo cartão amarelo
30930,11523,h,72',Lincom,Gol
30931,11523,h,90+1',Rafinha,Gol
30932,11525,a,30',Rafinha,Gol
30933,11525,h,59',Ramon Machado,Gol
30934,11525,a,72',Leandro Camilo,Gol
30935,11526,h,78',Matheusinho,Gol
30936,11527,a,2',Carlos Eduardo,Gol
30937,11527,h,26',Gilmar,Pênalti perdido
30938,11527,h,39',Everton Sena,Gol-contra
30939,11527,a,60',Alex Alves,Gol
30940,11527,h,77',Vinícius,Gol
30941,11527,a,86',Jarlan,Gol
30942,11528,a,5',Ricardo Ryller,Gol
30943,11528,h,9',Joãozinho,Gol
30944,11528,a,35',Rafael Silva,Gol
30945,11528,h,43',Robinho,Gol
30946,11528,a,45+2',Rafael Ratão,Gol
30947,11529,a,76',Silvinho,Gol
30948,11531,a,8',Zé Carlos,Gol de pênalti
30949,11531,h,64',Édson,Segundo cartão amarelo
30950,11531,a,69',Neto Baiano,Gol de pênalti
30951,11531,h,74',Eduardo Echeverría,Gol
30952,11531,a,89',Chico Kim,Gol
30953,11534,h,17',Alan Mineiro,Gol
30954,11534,a,66',Roberto,Gol de pênalti
30955,11535,a,3',Marcão,Gol
30956,11535,h,49',Edson Ratinho,Gol
30957,11535,h,61',Flávio Boaventura,Gol
30958,11536,a,20',Caio Mancha,Gol de pênalti
30959,11536,h,36',Reis,Gol
30960,11536,h,58',Diones,Gol
30961,11537,a,25',Cristovam,Segundo cartão amarelo
30962,11537,h,45+3',Lucão,Gol
30963,11537,h,60',Lucão,Gol
30964,11537,a,90+2',Robson,Gol de pênalti
30965,11538,a,19',Renan Oliveira,Gol
30966,11538,a,43',Luan,Gol de pênalti
30967,11538,a,90',Neto Moura,Gol
30968,11539,a,48',Wallacer,Gol
30969,11539,a,60',Ramon Machado,Gol
30970,11539,h,71',Fabinho,Gol
30971,11539,h,89',Jardel,Segundo cartão amarelo
30972,11539,h,90',Jonatas Belusso,Gol
30973,11540,h,18',Valdo,Gol
30974,11540,h,22',Pedro Ken,Gol
30975,11540,h,42',Rafael Carioca,Gol
30976,11540,a,79',Erick Luis,Segundo cartão amarelo
30977,11541,a,45+1',Henan,Gol
30978,11541,h,63',Augusto,Gol
30979,11542,a,1',Alan Mineiro,Gol
30980,11542,a,38',Alan Mineiro,Gol
30981,11543,a,38',Fabinho,Gol
30982,11544,h,17',Fumagalli,Gol de pênalti
30983,11544,a,27',Giovanni Piccolomo,Gol de pênalti
30984,11544,a,38',Sueliton,Cartão vermelho
30985,11544,h,39',Fumagalli,Gol de pênalti
30986,11545,h,34',Wallacer,Gol
30987,11545,h,45',Tiago Marques,Gol
30988,11545,h,84',Diego Felipe,Gol
30989,11546,h,6',Zé Antônio,Gol
30990,11546,a,57',Ayrton Lucas,Cartão vermelho
30991,11546,h,64',Henan,Gol
30992,11546,a,74',Jonatas Belusso,Gol
30993,11546,h,82',Robinho,Gol de pênalti
30994,11547,h,9',Bérgson,Gol
30995,11547,a,89',Rafael Silva,Gol
30996,11549,a,68',Zé Carlos,Gol
30997,11550,h,51',Renatinho,Gol de pênalti
30998,11550,h,90',Nathan Cachorrão,Cartão vermelho
30999,11550,a,90',Romário,Cartão vermelho
31000,11551,a,51',Diones,Gol
31001,11551,a,81',Júlio Santos,Cartão vermelho
31002,11552,h,42',Velicka,Gol
31003,11552,h,90+1',Fernando Aguiar,Gol
31004,11553,a,80',Lenon,Gol
31005,11553,h,88',Cleiton,Segundo cartão amarelo
31006,11554,h,35',Renan Oliveira,Gol
31007,11554,h,52',Pará,Gol
31008,11554,a,80',Evaldo,Segundo cartão amarelo
31009,11554,h,90',Bill,Gol
31010,11555,a,40',Jonatas Belusso,Gol
31011,11555,h,56',Ayrton,Gol
31012,11555,h,71',Perema,Segundo cartão amarelo
31013,11555,a,77',Jumar,Gol
31014,11555,a,79',Gustavo,Segundo cartão amarelo
31015,11555,h,84',Bérgson,Pênalti perdido
31016,11556,a,66',Gilmar,Gol
31017,11557,h,29',Derley,Gol
31018,11557,h,42',João Paulo,Gol
31019,11557,h,71',Ricardo Bueno,Gol
31020,11558,h,30',Alex Alves,Gol
31021,11558,h,52',Michael,Gol
31022,11558,h,61',Tiago Luis,Gol
31023,11558,a,88',Eduardo Junior,Gol
31024,11559,a,43',Renan Oliveira,Gol
31025,11559,h,52',Gabriel Dias,Gol
31026,11559,h,68',Rayan,Segundo cartão amarelo
31027,11560,a,24',Pedro Ken,Gol
31028,11560,a,57',Ricardinho,Gol
31029,11561,a,5',Lucão,Gol
31030,11561,h,90+2',William Klaus,Gol
31031,11562,h,36',Mazinho,Gol
31032,11562,a,58',Wesley Matos,Gol
31033,11562,h,75',Leandro Amaro,Gol
31034,11562,h,89',Rodolfo,Segundo cartão amarelo
31035,11562,a,90+4',Maguinho,Gol
31036,11563,h,2',Tiago Marques,Gol
31037,11563,h,50',Ruan Renato,Gol
31038,11565,a,25',Júlio César,Gol
31039,11565,h,37',João Afonso,Gol
31040,11565,h,49',Rafinha,Gol
31041,11565,h,73',Marcinho,Gol
31042,11566,a,12',Lucas Coelho,Gol
31043,11566,h,21',Wellisson,Gol
31044,11566,h,29',Celsinho,Gol
31045,11566,h,33',Reginaldo,Gol
31046,11567,a,51',Bérgson,Gol
31047,11567,h,76',Diego Giaretta,Gol
31048,11568,h,42',Ruy,Gol
31049,11568,h,56',Ruy,Gol
31050,11568,a,63',Daniel,Cartão vermelho
31051,11569,a,11',William Pottker,Gol
31052,11569,a,19',Nicolás López,Gol
31053,11570,h,39',Moisés Brito,Gol
31054,11570,h,41',Alan Mineiro,Gol
31055,11570,h,59',Alan Mineiro,Gol de pênalti
31056,11570,a,71',Minho,Gol
31057,11570,a,89',João Pedro,Gol
31058,11571,h,77',Braian Samudio,Gol
31059,11572,h,38',Gilmar,Gol
31060,11572,a,58',Wallacer,Gol
31061,11573,h,8',Sérgio Mota,Gol
31062,11573,a,46',Augusto,Gol
31063,11573,h,58',Sérgio Mota,Gol
31064,11573,a,88',Bruno Silva,Gol de pênalti
31065,11574,h,36',Élvis,Gol
31066,11574,h,44',Flávio Boaventura,Gol
31067,11574,a,50',Henan,Gol
31068,11575,a,9',Robinho,Gol
31069,11575,h,27',Marcinho,Gol
31070,11575,a,30',Henan,Gol
31071,11575,a,61',Leandro Almeida,Segundo cartão amarelo
31072,11576,h,30',Gabriel Vasconcelos,Gol
31073,11576,h,41',Rayan,Gol-contra
31074,11576,h,90+1',Mazinho,Pênalti perdido
31075,11577,h,54',Diego Giaretta,Gol
31076,11577,a,90+2',Ivan,Cartão vermelho
31077,11578,h,45',Alan Mineiro,Gol de pênalti
31078,11578,a,52',Marcão,Gol
31079,11578,a,74',Rodrigo Andrade,Gol
31080,11578,a,84',Augusto Recife,Segundo cartão amarelo
31081,11578,a,90+5',Rodrigo Andrade,Segundo cartão amarelo
31082,11580,h,44',Diego Corrêa,Gol
31083,11580,h,89',Neto Baiano,Gol
31084,11582,h,5',Valdo,Gol
31085,11582,h,7',Élton,Gol
31086,11583,h,5',Matheus,Gol
31087,11583,a,30',Thaciano,Gol
31088,11583,a,47',Thaciano,Gol
31089,11583,h,90+2',Ayrton Lucas,Gol
31090,11584,h,83',Aderlan,Gol
31091,11585,a,16',Itaqui,Gol
31092,11585,h,22',Robson,Gol
31093,11585,h,55',Eduardo Brock,Gol
31094,11585,h,75',Robson,Gol de pênalti
31095,11585,a,75',Evaldo,Segundo cartão amarelo
31096,11585,h,76',Renatinho,Gol
31097,11587,h,21',Leílson,Gol
31098,11587,a,29',Flávio Boaventura,Gol
31099,11588,h,81',Bérgson,Gol de pênalti
31100,11589,h,51',André Luis,Gol
31101,11590,a,82',Carlos Henrique,Gol
31102,11591,a,8',Pio,Gol
31103,11591,h,34',Caíque Lemes,Gol
31104,11591,h,42',Fumagalli,Gol de pênalti
31105,11591,a,85',Arthur Cabral,Gol
31106,11592,a,90',Ruy,Gol
31107,11593,h,7',Fellipe Mateus,Gol de pênalti
31108,11593,h,86',Diones,Gol
31109,11594,h,90+1',William Pottker,Gol
31110,11595,h,15',Norberto,Gol
31111,11595,h,18',Luan,Gol
31112,11595,h,31',Ruy,Gol
31113,11595,a,57',Nicolas Careca,Gol
31114,11595,h,74',Messias,Gol
31115,11595,a,90+2',Henan,Gol de pênalti
31116,11596,h,43',João Paulo,Gol
31117,11596,a,70',Thaciano,Gol
31118,11597,h,16',Pablo,Gol
31119,11597,h,27',Neguete,Cartão vermelho
31120,11597,a,57',Alemão,Gol
31121,11598,h,31',Élton,Pênalti perdido
31122,11598,a,54',Alex Alves,Gol
31123,11599,h,41',Lucão,Gol
31124,11599,a,54',Dalberto,Gol
31125,11599,h,62',Caio Rangel,Gol
31126,11600,h,58',Alípio,Gol
31127,11600,a,70',William Pottker,Gol de pênalti
31128,11600,h,90',Mateus Anderson,Gol
31129,11600,h,90+3',Geovane,Segundo cartão amarelo
31130,11602,h,15',Danielzinho,Gol
31131,11602,h,40',Mazinho,Gol
31132,11602,h,53',Lídio,Gol
31133,11603,h,31',Itaqui,Gol
31134,11603,h,56',Nem,Gol
31135,11603,a,72',Marcão,Gol
31136,11603,h,74',Marcinho,Cartão vermelho
31137,11604,h,90',Adalberto,Gol
31138,11604,a,90+3',Diego Jussani,Gol
31139,11605,h,44',Gegê,Gol
31140,11606,h,44',Eduardo Sasha,Gol
31141,11606,h,68',Uendel,Gol
31142,11607,a,11',Bill,Gol de pênalti
31143,11608,a,12',Élton,Gol
31144,11608,h,61',Magno,Gol
31145,11608,a,77',Arthur Cabral,Gol
31146,11609,h,29',Andrezinho,Gol
31147,11609,h,42',Léo Gamalho,Gol
31148,11609,h,48',Júnior Viçosa,Gol
31149,11609,h,66',Fábio Sanches,Segundo cartão amarelo
31150,11610,h,19',Alemão,Gol
31151,11610,h,27',Minho,Gol
31152,11610,h,49',Iago Maidana,Gol
31153,11610,a,50',Jaime,Cartão vermelho
31154,11610,h,52',Renatinho,Gol de pênalti
31155,11611,h,18',Bruno Nazário,Gol
31156,11611,h,30',Genílson,Gol
31157,11611,a,40',Jonatas Belusso,Gol de pênalti
31158,11611,a,78',Édson Silva,Gol
31159,11611,a,85',Carlos Henrique,Gol
31160,11612,a,48',Moisés Brito,Gol
31161,11613,h,56',Thaciano,Gol
31162,11614,a,2',Silvinho,Gol
31163,11614,h,51',Erick,Gol
31164,11614,a,54',Silvinho,Gol
31165,11616,h,45',Zé Love,Gol
31166,11616,a,46',Lucas Abreu,Gol
31167,11616,h,67',Henan,Gol
31168,11616,a,82',Tiago Marques,Gol
31169,11617,h,17',Renatinho,Gol de pênalti
31170,11617,a,23',Neto Baiano,Gol
31171,11617,h,48',Renatinho,Gol
31172,11617,h,73',Alemão,Gol
31173,11617,h,90',Alemão,Gol
31174,11618,a,32',Breno Calixto,Gol
31175,11618,a,90+2',Manoel,Segundo cartão amarelo
31176,11619,a,86',Gegê,Gol
31177,11619,h,89',Robert,Gol
31178,11620,a,10',Celsinho,Gol
31179,11620,h,45',Bill,Gol de pênalti
31180,11620,h,64',Bill,Gol
31181,11620,a,74',Jonatas Belusso,Gol
31182,11620,h,76',Luan,Gol
31183,11620,a,90',Jonatas Belusso,Cartão vermelho
31184,11621,h,37',Ricardo Bueno,Gol de pênalti
31185,11621,a,48',Ayrton,Gol
31186,11621,h,52',Júlio César,Cartão vermelho
31187,11621,a,86',Bérgson,Gol
31188,11622,h,9',Edson Borges,Gol-contra
31189,11622,h,24',Cafu,Gol
31190,11622,h,36',Élton,Gol
31191,11622,a,80',Silvinho,Gol de pênalti
31192,11623,h,90+1',Rafael Ratão,Gol
31193,11624,h,46',William Pottker,Gol
31194,11624,h,58',Leandro Damião,Gol de pênalti
31195,11624,h,78',William Pottker,Pênalti perdido
31196,11624,h,83',Carlos Júnior,Gol
31197,11625,a,31',Lincom,Gol
31198,11625,a,54',Éder Sciola,Gol
31199,11625,h,67',Teco,Gol-contra
31200,11626,a,51',Ricardo Ryller,Segundo cartão amarelo
31201,11626,h,63',Erick,Gol de pênalti
31202,11627,a,35',Mazinho,Gol
31203,11627,a,64',Raphael Luz,Gol
31204,11628,h,37',Chico Kim,Gol
31205,11628,h,38',Chico Kim,Gol
31206,11628,a,50',Ernandes,Gol
31207,11628,h,82',Zé Carlos,Cartão vermelho
31208,11628,a,82',Bill,Cartão vermelho
31209,11629,a,76',Arthur Cabral,Gol
31210,11630,a,25',Eduardo Sasha,Gol
31211,11630,a,79',Cláudio Winck,Gol
31212,11631,h,64',Tiago Marques,Gol de pênalti
31213,11631,h,71',Tiago Marques,Gol
31214,11631,a,81',Júlio César,Gol
31215,11632,h,20',Douglas Assis,Gol
31216,11632,h,60',Reis,Gol de pênalti
31217,11632,a,73',Rafhael Lucas,Gol
31218,11633,a,45',Robinho,
31219,11634,a,55',Alípio,Gol
31220,11635,h,28',André Luis,Gol
31221,11635,a,46',Silvinho,Gol
31222,11635,a,75',Alex Maranhão,Gol
31223,11636,h,3',Marcos Aurélio,Gol
31224,11637,h,82',Lincom,Gol
31225,11638,h,57',Alípio,Gol
31226,11639,h,39',Hugo Almeida,Gol
31227,11640,h,48',Victor Cuesta,Gol
31228,11640,a,68',Bidía,Gol
31229,11640,h,78',William Klaus,Gol
31230,11640,h,81',William Klaus,Gol
31231,11641,h,73',Lima,Gol
31232,11641,a,76',Rodrigo Souza,Segundo cartão amarelo
31233,11642,h,39',Renatinho,Gol de pênalti
31234,11643,a,57',Carlos Eduardo,Gol
31235,11643,h,72',Zé Love,Gol de pênalti
31236,11644,a,12',Rodrigo Sam,Gol-contra
31237,11644,a,29',Bérgson,Gol
31238,11644,h,62',Robert,Gol
31239,11644,a,69',Magno,Gol
31240,11645,h,3',Artur,Gol
31241,11645,a,16',Itaqui,Gol
31242,11645,h,45+1',Carlos Henrique,Gol
31243,11645,h,55',Reginaldo,Gol
31244,11645,h,59',Édson Silva,Gol
31245,11646,h,17',Giovanni Piccolomo,Gol
31246,11646,h,31',William,Gol
31247,11646,a,72',Naylhor,Segundo cartão amarelo
31248,11647,h,79',Tiago Marques,Gol
31249,11647,h,83',Lucas Abreu,Cartão vermelho
31250,11648,h,65',Diego Giaretta,Gol
31251,11648,a,83',Mazinho,Gol
31252,11649,a,37',Luan,Gol
31253,11649,h,45',Gustavo,Gol
31254,11649,h,47',Victor Bolt,Segundo cartão amarelo
31255,11650,h,26',Casagrande,Gol
31256,11650,h,66',Rodolfo,Gol
