,match,team,time,player,desc
0,22,a,11',Alex,Gol
1,22,a,14',Deivid,Gol
2,22,h,48',Luís Fabiano,Gol
3,22,a,51',Deivid,Gol de pênalti
4,22,h,62',Luís Fabiano,Gol de pênalti
5,22,a,68',Deivid,Gol de pênalti
6,93,h,10',Ferrugem,Gol
7,93,a,21',Luís Fabiano,Gol
8,93,a,34',Kaká,Gol
9,93,h,65',Lúcio Flávio,Gol
10,439,h,0',Diego,Gol
11,439,a,0',Luciano Santos,Gol
12,439,h,0',Alex,Gol
13,439,h,0',Fabiano,Gol
14,439,a,0',Fernandinho,Gol
15,495,a,0',Diego Lugano,Gol
16,495,h,0',Fernandinho,Gol
17,495,a,0',Luís Fabiano,Gol
18,495,h,0',Jádson,Gol
19,495,a,0',Diego Tardelli,Gol
20,495,h,0',Adriano Gabirú,Gol
21,545,a,0',Mota,Gol
22,545,a,0',Felipe Melo,Gol
23,545,a,0',Alex,Gol
24,555,a,17',Neto Gaúcho,Gol
25,555,h,29',Dudu,Gol de pênalti
26,555,h,60',Dudu,Gol
27,559,h,17',Galvão,Gol
28,559,a,26',Léo,Gol
29,559,h,43',Carlinhos,Gol
30,559,a,71',André Luis,Cartão vermelho
31,559,h,78',Chokito,Gol
32,559,a,82',Robinho,Gol
33,561,a,9',Romário,Gol
34,561,h,9',Selmir,Gol
35,561,h,29',Selmir,Gol
36,561,a,71',Ramon Menezes,Gol
37,561,a,74',Ramon Menezes,Gol
38,561,h,90',Rogério Souza,Gol de pênalti
39,563,h,29',Jucemar,Gol
40,563,a,70',Sidney Moraes,Cartão vermelho
41,565,h,15',Paulo Baier,Gol
42,565,h,59',Rodrigo Tabata,Gol
43,565,a,77',Dudu,Gol
44,565,a,84',Alex,Gol
45,566,a,57',Marcelinho,Gol
46,566,h,75',Leonardo Manzi,Gol
47,568,h,0',Vinícius,Cartão vermelho
48,568,h,0',Nilmar,Gol
49,572,a,3',Tuta,Gol
50,572,h,17',Romário,Gol
51,575,a,27',Túlio,Cartão vermelho
52,575,h,55',Diego,Gol
53,575,h,72',Diego,Gol
54,576,h,11',Fabrício Carvalho,Gol
55,580,h,18',Víctor Aristizábal,Gol
56,580,a,84',Alex,Gol
57,582,h,0',Grafite,Gol
58,584,h,14',Fernandes,Gol
59,584,a,29',Robinho,Gol
60,584,a,58',Claiton,Cartão vermelho
61,584,h,85',Sérgio Manoel,Gol
62,585,a,9',Edílson,Gol de pênalti
63,585,h,16',Vágner Love,Gol
64,585,h,18',León Muñoz,Gol
65,585,a,53',Pedro Silva,Gol
66,594,h,28',Leonardo Manzi,Gol
67,594,h,36',Michel Neves,Gol
68,594,h,50',Thiago Silva,Gol
69,594,h,74',Marcelo Costa,Gol
70,594,a,77',Jean Carlo,Cartão vermelho
71,595,a,20',Cris,Gol
72,595,a,57',Dudu,Gol
73,595,h,62',Diego,Gol de pênalti
74,595,a,90+2',Dudu,Gol
75,598,h,2',Dagoberto,Gol
76,598,a,10',Víctor Aristizábal,Gol
77,598,a,57',Vágner,Cartão vermelho
78,600,h,35',Basílio,Gol
79,600,a,38',Thiago Silva,Gol
80,600,a,86',Jancarlos,Cartão vermelho
81,600,h,87',Deivid,Gol de pênalti
82,610,a,23',Luís Fabiano,Gol
83,610,a,27',Gustavo Nery,Gol
84,610,h,50',Jucemar,Gol
85,613,h,72',Washington,Gol
86,617,h,0',Alex,Gol
87,617,h,0',Leonardo,Gol-contra
88,618,h,0',Donizete Amorim,Cartão vermelho
89,618,a,21',Rubens Cardoso,Gol
90,618,h,56',Neto Gaúcho,Gol
91,627,a,53',Gaúcho,Gol
92,629,a,13',Vágner Love,Gol
93,629,a,32',León Muñoz,Gol
94,629,h,55',Pereira,Cartão vermelho
95,629,a,63',Vágner Love,Gol
96,629,a,76',Élson,Gol
97,631,h,0',Da Silva,Cartão vermelho
98,631,a,0',Antônio Carlos,Cartão vermelho
99,631,h,27',Roger Guerreiro,Gol
100,631,a,46',Maicon,Gol
101,631,a,50',Marcelo Macedo,Gol
102,632,h,5',Da Silva,Gol
103,632,h,74',Da Silva,Gol
104,635,a,25',Jádson,Gol
105,635,a,26',Jádson,Gol
106,635,a,35',Dagoberto,Gol
107,635,a,59',Jádson,Gol
108,635,a,85',Dagoberto,Gol
109,637,a,32',Rafael Ledesma,Gol
110,640,h,35',Vágner Love,Gol
111,640,h,47',Nen,Gol
112,643,a,17',Diego,Gol
113,643,h,26',Alessandro,Gol
114,643,h,36',Alex Mineiro,Gol
115,643,a,60',Léo,Gol
116,643,a,67',Deivid,Gol
117,643,h,72',Dejair Ferreira,Gol
118,647,h,42',Dagoberto,Gol
119,647,h,51',Washington,Gol
120,647,h,60',Washington,Gol
121,647,a,71',Lima,Gol
122,652,h,6',Luís Mário,Gol
123,654,h,26',Rafael Toledo,Gol
124,654,h,90',Fábio Oliveira,Gol
125,658,h,2',Negreiros,Gol
126,658,h,20',Ibson,Gol
127,658,h,48',Roger Guerreiro,Gol
128,658,a,75',Washington,Cartão vermelho
129,659,a,28',Claiton,Gol
130,659,a,86',Basílio,Gol
131,659,h,90',Enílton,Gol
132,660,h,15',Michel Bastos,Gol
133,660,h,41',Luciano Ratinho,Cartão vermelho
134,660,a,74',Capixaba,Gol
135,661,a,66',Edílson,Gol
136,661,a,69',Edílson,Gol
137,661,a,77',Marcelo Heleno,Cartão vermelho
138,661,h,78',Dagoberto,Gol de pênalti
139,661,a,90+4',Edílson,Gol
140,665,h,0',Dininho,Cartão vermelho
141,665,a,0',Élson,Cartão vermelho
142,665,h,0',Fabrício Carvalho,Gol
143,665,a,0',Magrão,Gol
144,668,a,71',Alex Dias,Gol
145,668,h,75',Da Silva,Gol
146,671,h,12',Robinho,Gol
147,671,h,81',Basílio,Gol
148,671,h,89',André Luis,Gol
149,673,h,12',Tuta,Gol
150,673,h,37',Capixaba,Cartão vermelho
151,673,a,64',Axel,Gol
152,675,h,25',Deivid,Gol
153,675,a,83',Netinho,Gol
154,675,h,88',Paulo César,Gol
155,679,h,25',Igor,Gol
156,680,h,16',Almir,Gol
157,680,a,18',Romário,Gol
158,680,a,23',Daniel Côrtes,Gol-contra
159,680,h,73',Carlos Alberto,Gol
160,680,a,75',Arilson,Gol
161,680,h,90+3',Têti,Gol
162,682,a,37',Washington,Gol
163,686,h,12',Washington,Gol
164,686,h,25',Washington,Gol
165,686,h,66',Washington,Gol
166,686,h,77',Ilan,Gol
167,686,a,82',Raone,Gol
168,689,h,31',Romário,Gol de pênalti
169,689,h,70',Alessandro,Gol
170,693,a,7',Elano,Gol
171,693,h,44',Rogério,Gol
172,693,a,67',Basílio,Gol
173,693,a,86',Deivid,Gol
174,693,h,90',Fabinho,Gol
175,694,a,18',Ataliba,Gol
176,694,a,52',Tuta,Gol
177,694,a,83',Laercio Ramos Junior,Gol
178,700,h,40',Kahê,Gol
179,700,a,62',Thiago Silva,Gol
180,700,h,73',Kahê,Gol
181,700,a,76',Jancarlos,Cartão vermelho
182,700,h,81',Corrêa,Gol
183,700,h,90+1',Kahê,Gol
184,705,h,13',Alemão,Gol
185,705,a,51',Rogério,Gol
186,705,a,54',Gil,Gol
187,707,a,2',Elano,Gol
188,707,h,40',Vânder,Cartão vermelho
189,707,a,67',Preto,Gol
190,707,a,71',Basílio,Gol
191,707,a,73',Robinho,Gol
192,711,a,0',Rafinha,Cartão vermelho
193,711,h,77',Leonardo Manzi,Gol
194,712,a,24',Danilo,Gol
195,712,h,32',Deivid,Gol
196,712,a,56',Fabão,Cartão vermelho
197,712,h,90+1',Ricardinho,Gol
198,723,a,39',Cléber Frolich,Gol
199,723,h,45',Valdir Bigode,Gol
200,723,a,52',Alemão,Gol
201,723,a,67',Ricardinho,Gol
202,723,h,81',Dejan Petkovic,Gol de pênalti
203,727,a,45',Marcelo Macedo,Gol
204,727,h,46',Da Silva,Gol
205,727,h,60',Leonardo Manzi,Gol
206,730,h,80',Robinho,Gol
207,730,h,88',Basílio,Gol
208,738,h,56',Marcelo Macedo,Gol
209,739,a,68',Naldo,Gol
210,743,a,6',Cláudio,Gol
211,743,h,8',Tuta,Gol
212,745,h,13',Da Silva,Gol de pênalti
213,745,a,39',Edílson,Gol
214,745,a,46',Obina,Gol
215,745,h,77',Donizete Amorim,Gol
216,745,a,81',Marcelo Heleno,Cartão vermelho
217,745,h,82',Da Silva,Gol de pênalti
218,752,h,1',Marlon,Gol
219,752,a,83',Tuta,Gol
220,755,h,27',Robinho,Gol
221,755,h,38',Elano,Gol
222,755,a,42',Reinaldo,Gol
223,755,a,56',Geninho,Gol
224,755,h,67',Robinho,Gol
225,755,h,78',Deivid,Gol
226,755,h,90+1',Ricardinho,Gol
227,756,a,0',Váldson,Cartão vermelho
228,756,h,0',Romário,Gol
229,756,h,0',Esquerdinha,Gol
230,758,a,0',Camazzola,Cartão vermelho
231,758,a,15',Donizete Amorim,Gol
232,758,h,67',Danilo Gomes,Gol
233,758,a,73',Lopes,Gol
234,760,h,36',Alemão,Gol
235,765,a,13',Robinho,Gol
236,765,h,15',Cléber Goiano,Gol
237,765,h,21',Cléber Goiano,Gol
238,765,a,27',João Paulo,Gol-contra
239,765,a,35',Deivid,Gol
240,765,h,59',Leandro,Gol
241,775,h,3',Zé Rodolpho,Gol
242,775,a,66',Diego Tardelli,Gol
243,775,a,80',Vélber,Gol
244,779,a,0',Miranda,Cartão vermelho
245,779,a,9',Capixaba,Gol
246,779,h,12',Deivid,Gol
247,779,h,30',Elano,Gol
248,779,h,43',Basílio,Gol
249,779,h,52',Elano,Gol
250,779,a,88',Víctor Aristizábal,Gol
251,786,h,10',Robinho,Gol
252,786,h,14',Elano,Gol
253,786,h,41',Ricardinho,Gol
254,786,h,44',Robinho,Gol
255,786,h,60',Basílio,Gol
256,786,h,83',Fabinho,Gol
257,787,h,50',Naldo,Gol
258,787,a,64',Alex Alves,Gol
259,787,a,68',Ygor,Cartão vermelho
260,789,a,31',Capixaba,Gol
261,789,h,68',Allan Delon,Gol
262,789,h,80',Xavier,Gol
263,789,a,90+1',Capixaba,Gol
264,798,h,42',Tuta,Gol
265,798,a,83',Felipe Loureiro,Cartão vermelho
266,799,h,9',Cláudio Pitbull,Gol
267,799,h,13',Cláudio Pitbull,Gol
268,799,h,50',Christian,Gol
269,799,a,62',Basílio,Gol
270,802,a,13',Vanderson,Cartão vermelho
271,802,a,59',Lopes,Gol
272,804,a,69',Capixaba,Gol
273,804,h,90+1',Alex Dias,Gol de pênalti
274,804,a,90+5',Tuta,Gol
275,806,a,1',Fabrício Carvalho,Gol
276,817,a,35',Donizete Amorim,Gol
277,821,a,4',Deivid,Gol
278,821,h,47',Ygor,Gol
279,821,h,60',Dejan Petkovic,Gol
280,821,a,68',Deivid,Gol
281,821,a,82',Robinho,Gol
282,827,h,57',Tuta,Gol de pênalti
283,827,h,62',Miranda,Cartão vermelho
284,829,h,76',Geison,Gol
285,839,h,2',Robinho,Gol
286,839,h,31',Léo,Gol
287,839,h,41',Basílio,Gol
288,839,h,62',Robinho,Gol
289,839,a,74',Cristian,Gol
290,839,h,90+1',Basílio,Gol
291,839,a,90+2',Beto,Cartão vermelho
292,845,h,5',Cláudio Pitbull,Gol
293,845,h,22',Fabio Pinto,Gol
294,845,a,28',Lopes,Gol
295,845,a,59',Índio,Gol
296,845,a,76',Da Silva,Gol
297,845,a,90',Da Silva,Gol
298,847,h,58',João Carlos,Gol
299,847,h,87',Jorginho Paulista,Gol
300,850,h,43',Víctor Aristizábal,Gol
301,850,h,49',Tuta,Gol
302,854,h,7',Elano,Gol
303,854,h,20',Robinho,Gol
304,854,a,31',Izaias,Gol
305,854,h,48',Deivid,Gol
306,854,h,76',Robinho,Gol
307,858,h,33',Lopes,Gol
308,858,a,44',Fabrício Carvalho,Gol
309,858,a,69',Anderson Lima,Gol
310,858,h,76',Reinaldo Aleluia,Gol
311,859,h,21',Fernandão,Gol
312,859,a,51',Adriano,Gol
313,860,h,3',Fabão,Gol-contra
314,864,h,0',Fernando Marchiori,Cartão vermelho
315,864,a,10',Neto Gaúcho,Gol
316,864,h,44',Galvão,Gol
317,864,a,65',Lopes,Gol
318,869,h,51',Alemão,Gol
319,869,a,80',Fernandinho,Gol
320,869,a,85',Washington,Gol
321,875,a,13',Robinho,Gol
322,875,a,20',Robinho,Gol
323,875,h,30',Fred,Gol
324,875,h,45+1',Martinez,Cartão vermelho
325,875,a,58',Deivid,Gol
326,875,a,63',Elano,Gol
327,875,h,65',Fred,Gol
328,875,h,83',Jussiê,Gol
329,875,h,87',Wendel,Gol
330,876,h,38',Edmundo,Gol de pênalti
331,876,h,66',Antônio Carlos,Gol
332,876,a,75',Rafael Sóbis,Gol
333,876,h,90+1',Thiago Fernandes,Gol
334,878,a,1',Víctor Aristizábal,Gol
335,878,h,5',Danilo,Gol
336,878,a,17',Tuta,Gol
337,878,a,41',Roberto Brum,Gol
338,878,h,79',Grafite,Cartão vermelho
339,878,h,83',César Sampaio,Gol
340,881,a,11',Elano,Gol
341,881,h,25',Naldo,Gol
342,881,a,88',Deivid,Gol
343,891,h,21',Márcio Mixirica,Gol
344,891,a,74',Da Silva,Gol
345,894,a,47',Marinho,Gol
346,894,h,49',Basílio,Gol
347,898,h,17',Tuta,Gol
348,898,a,40',Gustavo,Cartão vermelho
349,898,h,69',Víctor Aristizábal,Gol
350,902,h,29',Viola,Gol
351,902,h,32',Sandro Hiroshi,Gol
352,902,a,60',Lopes,Gol
353,902,h,69',Viola,Gol
354,902,a,79',Lauro,Cartão vermelho
355,904,h,71',Roger,Gol
356,904,a,82',Henrique,Gol
357,904,h,84',Edmundo,Gol
358,906,h,37',Osmar,Gol
359,906,a,40',Deivid,Gol
360,906,a,45',Elano,Gol
361,906,a,84',Zé Elias,Cartão vermelho
362,910,h,11',Rodrigo Fabri,Gol
363,910,h,15',Rodrigo Fabri,Gol
364,910,a,46',Capixaba,Gol
365,914,h,7',Domingos,Gol
366,914,h,56',Elano,Gol
367,916,a,19',Danilo Sacramento,Gol
368,916,h,76',Sandrinho,Gol
369,916,a,81',Romeu,Gol
370,927,h,18',Fabrício Carvalho,Gol
371,931,h,19',Da Silva,Gol
372,934,a,2',Obina,Gol
373,934,h,4',Elano,Gol
374,934,h,19',Robinho,Gol
375,934,h,39',Ricardinho,Gol
376,934,h,47',Robinho,Gol
377,936,h,4',Alemão,Gol
378,936,h,8',Adriano,Gol
379,936,a,44',Felipe Baloy,Cartão vermelho
380,936,h,44',Víctor Aristizábal,Cartão vermelho
381,936,a,48',Cláudio Pitbull,Gol
382,940,a,37',Da Silva,Gol
383,940,a,45',Da Silva,Gol
384,940,h,86',Douglas Cardozo,Gol
385,945,a,34',Elano,Gol
386,945,h,57',Vinícius,Gol
387,945,h,63',Fernandão,Gol
388,956,a,62',Deivid,Gol
389,957,h,1',Edinho,Gol
390,958,a,23',Sandrinho,Gol
391,958,a,30',Raone,Gol
392,958,h,62',Alberto,Gol
393,963,h,22',Tuta,Gol
394,963,a,40',Jussiê,Gol
395,966,h,22',Preto,Gol
396,966,a,45',Edson Sitta,Gol
397,969,a,28',Ivan,Gol
398,969,a,41',Washington,Gol
399,969,h,42',Da Silva,Gol
400,969,a,45',Fernandinho,Gol
401,969,h,51',Da Silva,Gol
402,969,a,70',Marcão,Cartão vermelho
403,969,h,71',Naldo,Gol
404,975,h,11',Deivid,Gol
405,975,h,22',Preto,Gol
406,975,h,58',Ricardinho,Gol
407,975,h,63',Ricardinho,Gol
408,979,a,4',Grafite,Gol
409,979,a,9',Danilo,Gol
410,979,a,17',Grafite,Gol
411,979,a,29',Grafite,Gol
412,979,a,52',Danilo,Gol
413,982,a,65',Nen,Gol
414,982,a,83',Pedrinho,Gol
415,986,h,1',Laercio Ramos Junior,Gol
416,986,a,38',Zé Rodolpho,Gol
417,986,a,56',Jancarlos,Gol
418,986,h,66',Alemão,Gol
419,986,a,85',Daniel,Gol
420,993,h,31',Grafite,Gol
421,1000,h,1',Rodrigo Tiuí,Gol
422,1000,a,10',Lopes,Gol
423,1000,h,22',Roger,Gol
424,1000,h,34',Alessandro,Gol
425,1000,a,37',Vanderson,Cartão vermelho
426,1000,h,44',Odvan,Cartão vermelho
427,1000,h,53',Alessandro,Gol
428,1000,a,73',Lauro,Cartão vermelho
429,1000,h,74',Rodrigo Tiuí,Gol
430,1000,h,84',Rodrigo Tiuí,Gol
431,1000,h,86',Roger,Gol
432,1001,h,61',Danilo,Gol
433,1001,h,62',Júnior,Gol
434,1001,a,63',Marcinho,Gol de pênalti
435,1001,h,66',Grafite,Gol
436,1001,a,74',Anderson Lima,Gol de pênalti
437,1001,h,78',Rodrigo,Gol
438,1006,h,80',Miranda,Cartão vermelho
439,1006,a,90+1',Dejan Petkovic,Gol
440,1007,h,27',Jean,Gol
441,1007,a,30',Deivid,Gol
442,1008,h,7',Robinho,Gol
443,1008,h,19',Laerte,Gol-contra
444,1008,h,47',Deivid,Gol
445,1008,h,55',Robinho,Gol
446,1008,h,81',Deivid,Gol
447,1012,h,51',Lopes,Gol
448,1014,h,0',Genilson,Gol
449,1025,a,6',Deivid,Gol
450,1025,h,8',Angelo,Gol
451,1025,a,63',Preto,Cartão vermelho
452,1026,h,65',Tuta,Gol
453,1026,h,84',Tuta,Gol
454,1029,h,12',Leandro Domingues,Gol
455,1029,a,72',Lopes,Gol
456,1031,h,0',Cicinho,Gol
457,1031,h,0',Diego Tardelli,Gol
458,1031,a,0',Caio,Gol
459,1031,h,0',Grafite,Gol
460,1031,a,0',César Sampaio,Gol-contra
461,1031,h,0',Grafite,Gol
462,1031,h,0+1',Diego Tardelli,Gol
463,1032,h,6',Caio,Gol
464,1032,a,10',Ricardinho,Gol
465,1032,h,36',Caio,Gol
466,1032,h,53',Jorginho Paulista,Gol
467,1032,h,80',Schwenck,Gol
468,1034,h,0',Christian,Gol
469,1034,h,0',George Lucas,Gol
470,1034,h,0',Roberto Santos,Gol
471,1034,a,0',Alecsandro,Gol
472,1034,h,0',Fábio Bilica,Gol
473,1034,h,0',Felipe Melo,Gol
474,1038,a,30',Renato Silva,Cartão vermelho
475,1038,a,55',Paulo Baier,Gol
476,1038,h,84',Basílio,Gol
477,1038,h,85',William,Gol
478,1042,h,7',Leonardo Manzi,Gol
479,1042,a,46',Diego Barcelos,Gol
480,1042,h,67',Sandrinho,Gol
481,1042,a,72',Élder Granja,Gol
482,1042,a,83',Rafael Sóbis,Gol
483,1050,a,64',Deivid,Gol
484,1050,h,67',Víctor Aristizábal,Cartão vermelho
485,1054,h,21',Márcio Barros,Gol
486,1054,h,57',Diego Tardelli,Gol
487,1054,h,78',Souza,Gol
488,1054,h,86',Souza,Gol
489,1059,a,14',Danilo Gomes,Gol
490,1059,h,32',Marcelo Sangaletti,Gol-contra
491,1059,a,77',Edinho,Cartão vermelho
492,1059,h,77',Souza,Cartão vermelho
493,1059,h,79',Grafite,Gol
494,1062,h,7',Alonso,Gol
495,1062,a,80',William,Gol
496,1063,h,16',Flávio Rogério,Gol
497,1063,h,29',Tuta,Gol
498,1063,a,46',Edílson,Gol
499,1063,h,53',Tuta,Gol
500,1063,h,60',Alemão,Gol
501,1063,h,63',Miranda,Gol
502,1065,a,14',Sandrinho,Gol
503,1065,h,36',Dejan Petkovic,Gol
504,1066,h,0',Felipe Baloy,Gol
505,1066,a,0',Fernandinho,Gol
506,1066,h,0',Roberto Santos,Gol
507,1066,a,0',Denis Marques,Gol
508,1066,h,0',Cláudio Pitbull,Gol
509,1067,a,0',Alessandro,Gol
510,1067,a,0',Ramon Menezes,Gol
511,1067,h,0',Adriano Gabirú,Gol
512,1067,h,0',Fred,Gol
513,1074,a,20',Diego Tardelli,Gol
514,1074,a,37',Grafite,Gol
515,1074,a,56',Diego Tardelli,Gol
516,1074,h,86',Obina,Gol de pênalti
517,1074,a,87',Fábio Santos,Gol
518,1075,h,7',Ricardinho,Gol
519,1075,h,12',Ávalos,Gol
520,1075,a,22',Felipe Baloy,Gol
521,1075,h,26',Ricardinho,Gol
522,1075,h,28',Deivid,Gol
523,1075,h,71',Basílio,Gol
524,1076,h,67',Sandrinho,Gol
525,1084,a,0',Da Silva,Cartão vermelho
526,1084,a,13',Dimba,Gol
527,1084,h,27',Grafite,Gol
528,1085,h,16',Alemão,Gol
529,1085,h,55',Tuta,Cartão vermelho
530,1086,h,0',Marcelo Mattos,Cartão vermelho
531,1086,a,31',Elano,Gol
532,1086,a,52',Ricardinho,Gol
533,1086,a,61',Basílio,Gol
534,1087,h,14',Bilú,Gol
535,1095,h,11',Ramon Menezes,Gol
536,1095,a,23',Ricardinho,Gol
537,1096,h,5',Ricardinho,Gol
538,1096,h,30',Elano,Gol
539,1096,a,61',Marco Luiz Brito,Gol
540,1097,h,31',Alex Dias,Gol
541,1097,a,40',Cicinho,Cartão vermelho
542,1097,h,81',Rodrigo Tabata,Gol
543,1101,h,21',Sandrinho,Gol
544,1101,a,47',Flávio Tanajura,Gol
545,1101,a,80',Alex Pinho,Gol
546,1102,h,13',Vágner Carioca,Gol
547,1102,a,31',Miranda,Gol
548,1102,h,66',Vágner Carioca,Gol
549,1102,a,74',Guilherme,Gol
550,1102,a,84',Reginaldo Vital,Gol
551,1102,h,90+1',Paulinho,Gol
552,1104,h,25',Ataliba,Gol
553,1104,a,38',Rodrigo Silva,Gol
554,1104,h,79',Euller,Gol
555,1104,h,81',Rodrigo Fabri,Gol
556,1104,h,88',Fábio Júnior,Gol
557,1105,h,75',Fernando Lombardi,Cartão vermelho
558,1105,a,81',Lei,Gol
559,1105,a,85',Fábio,Gol
560,1106,a,12',Osmar,Gol
561,1106,h,52',Fabio Pinto,Gol
562,1106,h,87',Marcinho,Gol
563,1106,a,89',Warley,Gol
564,1107,a,21',Fred,Gol
565,1107,h,90+16',Júnior Baiano,Gol
566,1108,a,75',Jackson,Gol
567,1109,a,0',Souza,Gol
568,1109,h,0',Tuta,Gol
569,1110,a,6',Enílton,Gol
570,1110,h,10',Carlos Tevez,Gol
571,1110,h,43',Marcelo Mattos,Gol
572,1110,a,79',Naldo,Gol
573,1111,a,62',César Prates,Gol
574,1111,a,80',Túlio,Gol
575,1112,a,7',Kahê,Gol
576,1114,h,4',Deivid,Gol
577,1114,h,20',Ricardinho,Gol
578,1114,a,22',Leonardo,Gol-contra
579,1114,h,69',Leonardo,Gol
580,1114,h,90',Deivid,Gol
581,1115,h,10',Washington,Gol
582,1115,a,19',Igor Castro,Gol
583,1115,a,24',Pituca,Segundo cartão amarelo
584,1115,h,48',Corrêa,Gol
585,1118,a,22',Euller,Gol
586,1118,h,31',Roger Silva,Gol
587,1118,h,46',Roger Silva,Gol de pênalti
588,1118,a,67',Rodrigo Fabri,Gol
589,1118,a,75',Walker,Gol
590,1118,h,90',Adriano Duarte,Gol-contra
591,1119,a,48',Daniel Marques,Gol
592,1119,h,90',Diego Lugano,Gol
593,1120,h,2',Fred,Gol de pênalti
594,1120,h,8',Weldon,Gol
595,1120,a,10',Fernandão,Gol
596,1120,a,28',Rafael Sóbis,Gol
597,1120,h,79',Claudio Maldonado,Gol
598,1121,h,7',Edu Silva,Gol
599,1122,a,3',Fábio Silva,Gol
600,1123,a,32',Gil,Gol
601,1123,h,51',Alex Alves,Gol de pênalti
602,1123,h,74',Ramon Menezes,Gol
603,1123,h,88',Alex Alves,Gol de pênalti
604,1124,h,26',Márcio Egídio,Gol
605,1124,a,28',Ricardo Bóvio,Cartão vermelho
606,1124,a,42',Fabiano,Gol
607,1124,a,43',Fabiano,Gol
608,1124,a,45',Robinho,Gol
609,1124,h,60',Reginaldo Nascimento,Gol
610,1124,h,69',Miranda,Cartão vermelho
611,1124,h,90+1',Ricardinho,Cartão vermelho
612,1125,a,9',Gabriel,Gol de pênalti
613,1125,h,28',Robgol,Gol
614,1125,h,31',Renatinho,Cartão vermelho
615,1125,a,49',Gabriel,Gol de pênalti
616,1125,a,66',Preto,Cartão vermelho
617,1125,a,70',Antônio Carlos,Cartão vermelho
618,1125,h,70',Jobson,Cartão vermelho
619,1126,a,51',Bruno Lança,Gol
620,1126,h,55',Beto,Gol
621,1126,h,62',Borges,Gol
622,1126,a,82',Bruno Lança,Gol
623,1128,h,5',Rissutt,Gol
624,1128,h,83',Roger Silva,Gol
625,1129,a,12',Lima,Gol
626,1129,h,32',Robinho,Gol
627,1129,h,54',Halisson,Gol
628,1130,a,3',Rogério Ceni,Gol de pênalti
629,1130,a,13',Luizão,Gol
630,1130,a,16',Danilo,Gol
631,1130,a,47',Luizão,Gol
632,1130,a,73',Cicinho,Gol
633,1130,h,88',Carlos Alberto,Gol de pênalti
634,1131,a,53',Júnior Carioca,Segundo cartão amarelo
635,1131,h,69',Gustavo Papa,Gol
636,1132,h,0',Márcio Egídio,Cartão vermelho
637,1132,a,0',Leonardo,Cartão vermelho
638,1132,h,40',Tiago Cavalcanti,Gol
639,1133,h,19',Juan,Gol
640,1133,a,53',Weldon,Gol
641,1133,h,90+2',Alex Terra,Gol
642,1134,a,0',Marcelo Lopes,Cartão vermelho
643,1134,a,21',Giba,Gol
644,1134,h,25',Douglas,Gol
645,1134,h,76',Pingo,Gol
646,1135,a,57',André Luiz,Gol-contra
647,1136,h,50',Romário,Gol
648,1137,h,16',Clodoaldo,Gol
649,1137,h,41',Clodoaldo,Cartão vermelho
650,1137,a,41',Lauro,Cartão vermelho
651,1137,a,54',Roger Silva,Gol
652,1137,h,65',Mazinho Lima,Gol
653,1138,h,69',Fabão,Gol
654,1139,h,0',Paulo Sérgio,Cartão vermelho
655,1139,a,0',Ricardinho,Cartão vermelho
656,1139,a,48',Jorge Wagner,Gol
657,1139,h,76',Cleber,Gol
658,1139,a,86',Jorge Wagner,Gol
659,1140,h,27',César Prates,Gol
660,1140,h,47',Túlio,Gol
661,1140,a,60',Euller,Gol
662,1141,h,8',Fabrício,Gol
663,1141,a,49',Bobô,Gol
664,1141,a,54',Marcelo Mattos,Gol
665,1142,h,35',Alemão,Gol
666,1142,h,42',Robgol,Gol
667,1142,a,56',Dimba,Gol
668,1142,a,79',Dimba,Gol
669,1142,h,85',Robgol,Gol
670,1143,h,18',Fred,Gol
671,1143,h,51',Athirson,Gol
672,1143,h,80',Diego Clementino,Gol
673,1143,a,86',Rodrigo Tabata,Gol
674,1144,a,24',Alex Dias,Gol
675,1144,h,32',William Fabro,Gol
676,1144,h,66',Túlio Maravilha,Gol
677,1144,h,90',Diogo,Gol
678,1145,a,11',Lino,Gol
679,1145,a,82',Tuta,Gol
680,1145,a,89',Rodrigo Tiuí,Gol
681,1146,a,28',Borges,Gol
682,1146,a,60',Thiago Neves,Gol
683,1146,a,89',Neto,Segundo cartão amarelo
684,1146,h,89',Ricardinho,Cartão vermelho
685,1146,h,90+5',Marcinho,Gol de pênalti
686,1147,a,54',Deivid,Gol
687,1147,h,66',Obina,Gol
688,1147,h,86',Jônatas,Gol
689,1148,a,31',Roger Silva,Gol
690,1148,h,65',Borges,Gol
691,1149,h,25',Leandro Moreno,Gol
692,1149,h,44',Antônio Carlos Zago,Gol
693,1149,h,82',Zé Carlos,Cartão vermelho
694,1150,h,66',Alan,Gol
695,1150,h,86',Marcos Denner,Gol
696,1151,a,9',Tiago Cavalcanti,Gol
697,1151,a,33',Ricardinho,Gol
698,1151,a,47',Rafinha,Gol de pênalti
699,1151,h,52',Marcão,Gol
700,1151,a,73',Alexandre Oliveira,Gol
701,1151,h,78',Gabriel,Gol de pênalti
702,1152,h,57',Souza,Gol
703,1152,h,77',Paulo Baier,Gol
704,1152,h,80',Paulo Baier,Gol de pênalti
705,1152,h,88',Rodrigo Tabata,Gol
706,1153,a,2',Danilo,Gol
707,1153,h,36',Coutinho,Gol
708,1153,h,48',Alex Dias,Gol
709,1153,h,67',Alex Dias,Gol
710,1154,h,14',Ricardinho,Gol
